id;avgtempo;chord_changes;chorus_count;composer;filename_sv;form;full_title;genre;harmony_template;instrument;key;label;lineup;mbzid;performer;recordbib;recordingdate;recordingyear;recordtitle;rhythmfeel;signature;solo_time;soloend;solopart;solostart;status;style;tempoclass;title;titleaddon;tonality_type
BixBeiderbecke_I'mComingVirginia_FINAL.sv;131.5;"A1: ||F Abo |F6Bbj7A-7D-7|D7 G7 |C7 F7 |Bb A7 |G7 C7 |F7 G-7 |C7G-7EboC7||
A2: ||F Abo |F   |A-   |A-   |Bm7b5 E7 |Am7b5 D7 |Gbj7 C7 |F7 F ||
B1: ||Bb6 G-7 |G-7 D- |D-6   |C D7 |G-7   |G7 C7 |F7 G-7 |F   ||";2;Heywood;BixBeiderbecke_I'mComingVirginia_FINAL.sv;(A1,8), (B1,8), (C1,8);I'm Coming Virginia-1;GREAT AMERICAN SONGBOOK;;cor;F-maj;Proper/Retro;"Bix Beiderbecke (cor); Frank Trumbauer (ts-c); Don Murray (cl, bs); Bill Rank (tb); Doc Ryker (as); Irving Riskin (p); Eddie Lang (g); Chauncey Morehouse (dr)";1f4d1333-8e87-45ac-b75f-517f03dea974;Bix Beiderbecke;R2CD 40-23/2;1927-12-05;1927;The Gold Collection - 40 Classic Performances;TWOBEAT;4/4;01:28-02:59;02:59;1;87.0346;FINAL;TRADITIONAL;MEDIUM;I'm Coming Virginia;;FUNCTIONAL
BixBeiderbecke_Margie_FINAL.sv;180.0;"A1: ||Eb   |Eb   |Eb   |Eb7   |Ab   |Ab   |G7   |G7   |Eb   |Eb   |EbEb7D7Db7|C7   |F-7   |Bb7   |Eb   |Bb7   ||
I1: ||Eb   ||";1;Davis/Conrad/Robinson;BixBeiderbecke_Margie_FINAL.sv;(A1,8), (B1,8);Margie-1;GREAT AMERICAN SONGBOOK;;cor;Eb-maj;History;"Bix Beiderbecke (cor); Bill Rank (tb); Izzy Friedman (cl); Min Leibrook (b); Lennie Hayton (p); Roy Bargy (p); George Marsh (dr)";43e09ccf-b2d1-47ad-b13e-e9c7fdc3d0fe;Bix Beiderbecke;20.3013-HI;1928-09-21;1928;The Cradle Of Jazz - Jazz Lips CD 2;TWOBEAT;4/4;01:48-02:10;02:10;1;105.3832;FINAL;TRADITIONAL;UP;Margie;;FUNCTIONAL
BixBeiderbecke_RiverboatShuffle_FINAL.sv;210.9;"A1: ||Ab   |Ab  Ao|Eb7   |Eb7   |Ab   |Ab  Ao|Eb7   |Eb7   |Ab   |Ab7   |Db   |Db7 C7B7|Bb7   |Bb7   |Eb7NC  |NC   ||
B1: ||Ab   |Ab  Ao|Eb7   |Eb7   |Ab7   |Ab7   |Db   |Db   |Db-   |Db-   |Ab   |F7   |Bb7   |Eb7   |Ab   ||";1;Voynow/Carmichael/Mills/Parish;BixBeiderbecke_RiverboatShuffle_FINAL.sv;(A1,16), (B1,16);Riverboat Shuffle-1;ORIGINAL;;cor;Ab-maj;History;"Bix Beiderbecke (cor); Bill Rank (tb); Don Murray (cl, bs); Ernest Ingle (as); Frankie Trumbauer (ts-c); Itzie Riskin (p); Eddie Lang (g); Chauncey Morehouse (dr)";c3ec0b7b-d0d0-478c-a5fb-2a352bc3515a;Bix Beiderbecke;20.3013-HI;1927-05-09;1927;The Cradle Of Jazz - Jazz Lips CD 2;TWOBEAT;4/4;00:56-01:33;01:33;1;52.9211;FINAL;TRADITIONAL;UP;Riverboat Shuffle;;FUNCTIONAL
BixBeiderbecke_RoyalGardenBlues_FINAL.sv;174.1;A1: ||Bb   |Bb   |Bb   |Bb   |Eb   |Eb   |Bb   |G7   |C-7   |F7   |Bb   |Bb   |NC   ||;1;C. & S. Williams;BixBeiderbecke_RoyalGardenBlues_FINAL.sv;(A1,12);Royal Garden Blues-1;GREAT AMERICAN SONGBOOK;Blues;cor;Bb-maj;History;"Bix Beiderbecke (cor); Bill Rank (tb); Don Murray (cl); Adrian Rollini (b); Frank Signorelli (p); Chauncey Morehouse (dr)";2b5dbdbd-fd87-43c2-801c-728fe0f15d3d;Bix Beiderbecke;20.3013-HI;1927-10-05;1927;The Cradle Of Jazz - Jazz Lips CD 2;TWOBEAT;4/4;02:25-02:41;02:41;1;141.9708;FINAL;TRADITIONAL;MEDIUM UP;Royal Garden Blues;;BLUES
BixBeiderbecke_SinginTheBlues_FINAL.sv;134.0;"A1: ||F-7   |F-7 Bb7 |Eb   |EbAbEbEbo|Bb7   |Bb7   |Eb   |Eb EboEb||
B1: ||G7  D-7|G7 CoFo|C7   |C7   |C- C-7 |F7   |Bb7   |Bb7  Ebo||
C1: ||F-7   |F-7 Bb7 |Eb   |Eb FoEbo|Eo   |Eo C7 |F-  C7|F- C7F-|F-7   |Ebo   |Eb   |Eo C7 |F7   |F7 Bb7 |Eb   |Eb   ||";1;Robinson/Conrad;BixBeiderbecke_SinginTheBlues_FINAL.sv;(A1,8), (A2,8), (B1,8);Singin the Blues-1;GREAT AMERICAN SONGBOOK;;cor;Eb-maj;Proper/Retro;"Bix Beiderbecke (cor); Frank Trumbauer (ts-c); Jimmy Dorsey (cl, as); Miff Mole (tb); Paul Mertz (p); Eddie Lang (g); Chauncey Morehouse (dr)";7c31f102-1178-46d2-baf6-25f08e4a6e48;Bix Beiderbecke;R2CD 40-23/2;04.20.1927;1927;The Gold Collection - 40 Classic Performances;TWOBEAT;4/4;01:02-02:02;02:02;1;58.7978;FINAL;TRADITIONAL;MEDIUM;Singin the Blues;;FUNCTIONAL
BobBerg_Angles_FINAL.sv;270.1;"A1: ||Abj7   |Abj7   |Abj7   |Abj7   |C-7   |C-7   |C-7   |C-7   |Db7   |Db7   |Db7   |Db7   |Eb7   |Eb7   |Eb7   |Eb7   ||
A2: ||Abj7   |Abj7   |Abj7   |Abj7   |C-7   |C-7   |C-7   |C-7   |Db7   |Db7   |Db7   |Db7   |Eb7   |Eb7   |Eb7   |Eb7   ||
B1: ||F-7   |F-7   |F-7   |F-7   |Db7911#   |Db7911#   |Db7911#   |Db7911#   |G79#   |G79#   |G79#   |G79#   |D7alt   |D7alt   |D7alt   |D7alt   ||";3;Bob Berg;BobBerg_Angles_FINAL.sv;(A1,16), (A2,16), (B1,16);Angles-1;ORIGINAL;;ts;Ab-maj;Stretch Records;"Bob Berg (ts); David Kikoski (p); James Genus (b); Dennis Chambers (dr)";525226a9-f939-4491-a70a-c1017e63c731;Bob Berg;STD-1105;1993;1993;Enter The Spirit;SWING;4/4;02:31-04:38;04:38;1;148.2956;FINAL;POSTBOP;UP;Angles;;COLOR
BobBerg_BluesForBela_FINAL.sv;249.4;A1: ||C-7   |C-7   |C-7   |C-7   |F-7   |F-7   |C-7   |C-7   |Ab7   |G7   |C-7   |G7   ||;8;Bob Berg;BobBerg_BluesForBela_FINAL.sv;(A1,12);Blues for Bela-1;ORIGINAL;Blues;ts;C-min;Stretch Records;"Bob Berg (ts); Chick Corea (p); James Genus (b); Dennis Chambers (dr)";d3e7c6b1-0171-4cb0-a93c-a74720f19dc4;Bob Berg;STD-1105;1993;1993;Enter The Spirit;SWING;4/4;02:34-04:07;04:07;1;151.3234;FINAL;POSTBOP;UP;Blues for Bela;;BLUES
BobBerg_IDidn'tKnowWhatTimeItWas_FINAL.sv;126.7;"A1: ||E-7 A7 |D-7 Bm7b5 |E-7 A7 |D-7 G7 |G-7 C7 |D-   |Bbj7 A-7 |G-7 F-7 ||
A2: ||E-7 A7 |D-7 Bm7b5 |E-7 A7 |D-7 G7 |G-7 C7 |D-   |Bbj7 A-7 |G-7 C7 ||
B1: ||F6 D-7 |Em7b5   |A7   |D-7 C-7F7|Bbj7 A+7 |D-7   |Gsus79 G7913 |G-7 F-7 ||
A3: ||E-7 A7 |D-7 Bm7b5 |E-7 A7 |D-7 G7 |G-7 C7 |D-   |Bbj7 A-7 |Bb-7 Eb7 |A-7 D7 |G-7 Csus7 |F6   |F6   ||";3;Lorenz Hart/Richard Rogers;BobBerg_IDidn'tKnowWhatTimeItWas_FINAL.sv;(A1,8), (A2,8), (B1,8), (C1,12);I Didn't Know What Time It Was-1;GREAT AMERICAN SONGBOOK;;ts;F-maj;SteepleChase;"Bob Berg (ts); Cedar Walton (p); Sam Jones (b); Billy Higgins (dr)";87d53f9d-c410-4ea9-ae05-ecb6908b6863;Bob Berg;SCS-1113;1979;1979;Second Set;SWING;4/4;05:43-09:08;09:08;1;330.9778;FINAL;POSTBOP;MEDIUM;I Didn't Know What Time It Was;;FUNCTIONAL
BobBerg_NatureOfTheBeast_FINAL.sv;131.8;A1: ||Fsus   ||;1;Bob Berg;BobBerg_NatureOfTheBeast_FINAL.sv;(A1,8), (A2,8), (A3,8), (A4,10), (B1,8);Nature of the Beast-1;ORIGINAL;;ts;C-min;GRP Records / Stretch Records;"Bob Berg (ts); David Kikoski (p); Jim Beard (rhodes); James Genus (b); Dennis Chambers (dr)";9eaeabcd-b200-4b56-9555-99a4eeaf40da;Bob Berg;STD-1105;1993;1993;Enter The Spirit;LATIN;4/4;01:34-04:51;04:51;1;88.3791;FINAL;POSTBOP;MEDIUM;Nature of the Beast;;MODAL
BobBerg_NoMoe_FINAL.sv;161.8;"A1: ||Bb G7 |C-7 F+7 |Bb G7 |C-7 F+7 |F-7 Bb7 |Ebj7 Eo |D-7 G+7 |C-7 F+7 ||
A2: ||Bb G7 |C-7 F+7 |Bb G7 |C-7 F+7 |F-7 Bb7 |Ebj7 Eo |C-7 F7 |Bb   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bb G7 |C-7 F+7 |Bb G7 |C-7 F+7 |F-7 Bb7 |Ebj7 Eo |C-7 F7 |Bb   ||";2;Sonny Rollins;BobBerg_NoMoe_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);No Moe-1;ORIGINAL;I Got Rhythm;ts;Bb-maj;GRP Records / Stretch Records;"Bob Berg (ts, ss); Chick Corea, James Genus (b); Dennis Chambers (dr)";34372cc2-e328-4436-8923-f7ef79f33bd8;Bob Berg;STD-1105;1993;1993;Enter The Spirit;SWING;4/4;00:48-03:07;03:07;1;44.7234;FINAL;POSTBOP;MEDIUM UP;No Moe;;FUNCTIONAL
BobBerg_SecondSight_FINAL.sv;114.3;"A1: ||Bb   |Bb   |Bb   |Bb   |Db   |Eb   |Bb   |Bb   ||
B1: ||Gb7911#   |Ab   |Bb   |Bb   ||";3;Bob Berg;BobBerg_SecondSight_FINAL.sv;(A1,16), (B1,16), (C1,10);Second Sight-1;ORIGINAL;;ts;Bb-maj;Stretch Records;"Bob Berg (ts); Jim Beard (p); James Genus (b); Dennis Chambers (dr)";8c02e0a5-3984-4dcc-8d5a-a94144803fb6;Bob Berg;STD-1105;1993;1993;Enter The Spirit;FUNK;4/4;01:38-02:56;02:56;1;94.3265;FINAL;FUSION;MEDIUM;Second Sight;;FUNCTIONAL
BobBerg_YouAndTheNightAndTheMusic_FINAL.sv;167.1;"A1: ||C-69   |Dm7b5 G7 |Gm7b5 C79b |F-6   |Dm7b5   |G79b   |Cj7   |Dm7b5 G7 ||
A2: ||C-69   |Dm7b5 G7 |Gm7b5 C79b |F-6   |Dm7b5   |G79b   |Cj7   |C7   ||
B1: ||Ab7   |Am7b5 D79b |G7   |G7   |Ab7   |Am7b5 D79b |G7 Ab7 |G7 Db7911# ||
A3: ||C-69   |Dm7b5 G7 |Gm7b5 C79b |F-6   |Dm7b5 G79b |C-7 Am7b5 |Ab7 G7 |C-69   ||";2;Bob Berg;BobBerg_YouAndTheNightAndTheMusic_FINAL.sv;(A1,8), (A2,8), (B1,8), (C1,12);You and the Night and the Music-1;GREAT AMERICAN SONGBOOK;;ts;G-min;Stretch Records;"Bob Berg (ts); Dave Kikoski (p); Ed Howard (b); Gary Novak (dr);";0bc3acd3-cbd1-439b-a19f-8c542d421edd;Bob Berg;SCD-9013-25;1997;1997;Another Standard;LATIN;4/4;01:10-02:45;02:45;1;63.3588;FINAL;POSTBOP;MEDIUM UP;You and the Night and the Music;;FUNCTIONAL
BranfordMarsalis_GutBucketSteepy_FINAL.sv;70.1;A1: ||Db7   |Gb7   |Db7   |Db7   |Gb7   |Gb7   |Db7 C7 |F-7 Bb7 |Eb-7   |Ab7   |Db7   |Eb-7 Ab7 ||;5;Hinton, B.Marsalis, Watts;BranfordMarsalis_GutBucketSteepy_FINAL.sv;(A1,12);Gutbucket Steepy-1;ORIGINAL;Blues;ts;Db-maj;CBS/Columbia;"Brandford Marsalis (ts); Milt Hinton (B); Jeffrey Watts (dr)";28a182ec-dcb1-40b2-ae24-e53b0d743e3b;Branford Marsalis;4651342;03.-04.01.1988;1988;Trio Jeepy;SWING;4/4;;NA;1;82.418;FINAL;POSTBOP;SLOW;Gutbucket Steepy;;BLUES
BranfordMarsalis_HousedFromEdward-1_FINAL.sv;126.6;A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G-7   |C7   |F7 D7 |G-7 C7 ||;10;B. Marsalis;BranfordMarsalis_HousedFromEdward-1_FINAL.sv;(A1,12);Housed from Edward-1;ORIGINAL;Blues;ts;F-maj;CBS/Columbia;"Brandford Marsalis (ts); Milt Hinton (B); Jeffrey Watts (dr)";5fd24543-2b6d-471d-9b0f-393781d78f92;Branford Marsalis;4651342;03.-04.01.1988;1988;Trio Jeepy;SWING;4/4;;NA;1;78.9985;FINAL;POSTBOP;MEDIUM;Housed from Edward;;BLUES
BranfordMarsalis_HousedFromEdward-2_FINAL.sv;121.9;A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G-7   |C7   |F7 D7 |G-7 C7 ||;2;B. Marsalis;BranfordMarsalis_HousedFromEdward-2_FINAL.sv;(A1,12);Housed from Edward-2;ORIGINAL;Blues;ts;F-maj;CBS/Columbia;"Brandford Marsalis (ts); Milt Hinton (B); Jeffrey Watts (dr)";5fd24543-2b6d-471d-9b0f-393781d78f92;Branford Marsalis;4651342;03.-04.01.1988;1988;Trio Jeepy;SWING;4/4;;NA;2;425.8307;FINAL;POSTBOP;MEDIUM;Housed from Edward;;BLUES
BranfordMarsalis_TheNearnessOfYou_FINAL.sv;36.8;"A1: ||Dj7   |A-7 Dsus7 |Gj7   |Go7   |F#-7 B7 |E-7 A7 |F#-7 B7 |E-7 A7 ||
A2: ||Dj7   |A-7 Dsus7 |Gj7   |Go7   |F#-7 B7 |E-7 A7 |Dj7 C7 |D6   ||
B1: ||E-7   |A7   |Dj7   |A-7 D7 |Gj7   |F#m7b5 B7 |E7   |E-7 A7 ||
A3: ||Dj7   |A-7 Dsus7 |Gj7   |Go7   |F#-7 B7 |E-7 A7 |Dj7 B-7 |E-7 A7 ||";2;B. Marsalis;BranfordMarsalis_TheNearnessOfYou_FINAL.sv;(A1,8), (A2,8), (B1,8), (C1,12);The Nearness of You-1;GREAT AMERICAN SONGBOOK;;ts;D-maj;CBS/Columbia;"Brandford Marsalis (ts); Milt Hinton (B); Jeffrey Watts (dr)";3177a47e-6b52-4b5a-bf6c-0f49504f304b;Branford Marsalis;4651342;03.-04.01.1988;1988;Trio Jeepy;SWING;4/4;;NA;1;171.8407;FINAL;POSTBOP;SLOW;The Nearness of You;;FUNCTIONAL
BranfordMarsalis_ThreeLittleWords_FINAL.sv;264.3;"A1: ||Cj7   |Cj7   |Cj7   |Eb-7 Ab79 |D-7   |G7   |D-7   |G7   ||
A2: ||Cj7   |Cj7   |Cj7   |Eb-7 Ab79 |D-7   |G7   |D-7   |G7   ||
B1: ||G-7   |G-7   |Csus79   |C7   |Fj7   |Fj7   |Bb7 A7 |Ab7 G7 ||
A3: ||Cj7   |Cj7   |Cj7   |Eb-7 Ab79 |D-7   |G7   |C6   |D-7 G7 ||";7;Harry Ruby, Bert Kalmar;BranfordMarsalis_ThreeLittleWords_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Three Little Words-1;GREAT AMERICAN SONGBOOK;;ts;C-maj;CBS/Columbia;"Brandford Marsalis (ts); Milt Hinton (B); Jeffrey Watts (dr)";00d6d225-f761-4d91-a0a3-052e25309a98;Branford Marsalis;4651342;03.-04.01.1988;1988;Trio Jeepy;SWING;4/4;;NA;1;105.2153;FINAL;POSTBOP;UP;Three Little Words;;FUNCTIONAL
BranfordMarsalis_U.M.M.G._FINAL.sv;211.6;"A1: ||Fm7b5   |Bb79b   |Eb-7   |Ab7   |Dbo7 Db6 |Dbj7   |Db-7   |Gb7   ||
A2: ||Fm7b5   |Bb79b   |Eb-7   |Ab7   |Dbo7 Db6 |Dbj7   |Ab-7 Db7 |Ab-7 Db7 ||
B1: ||Gm7b5   |C79b   |Fj7   |Fj7   |Abm7b5   |Db79b   |Gb-   |Ab7   ||
A3: ||Fm7b5   |Bb79b   |Eb-7   |Ab7   |Dbo7   |Db6   |Dbo7   |Db6   ||";6;Billy Strayhorn;BranfordMarsalis_U.M.M.G._FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);U.M.M.G.-1;GREAT AMERICAN SONGBOOK;;ts;Db-maj;CBS/Columbia;"Brandford Marsalis (ts); Milt Hinton (B); Jeffrey Watts (dr)";53b9ed5d-a31a-4c2c-8c4e-fc7b8aaca8f0;Branford Marsalis;4651342;03.-04.01.1988;1988;Trio Jeepy;SWING;4/4;;NA;1;-1.0;FINAL;POSTBOP;UP;U.M.M.G.;;FUNCTIONAL
BuckClayton_AfterTheatreJump_FINAL.sv;175.9;"A1: ||Db Bb7 |Eb-7 Ab7 |Db Bb-7 |Eb-7 Ab7 |Db Db7 |Gb7 Gb- |Db Bb-7 |Eb-7 Ab7 ||
A2: ||Db Bb7 |Eb-7 Ab7 |Db Bb-7 |Eb-7 Ab7 |Db Db7 |Gb Gb- |Db Bb-7 |Eb-7 Ab7 ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Eb7   |Ab7   ||
A3: ||Db Bb7 |Eb-7 Ab7 |Db Bb-7 |Eb-7 Ab7 |Db Db7 |Gb Gb- |Db Bb-7 |Eb-7 Ab7 ||
I1: ||NC   ||";1;Wells;BuckClayton_AfterTheatreJump_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);After Theatre Jump-1;ORIGINAL;I Got Rhythm;tp;Db-maj;Membran Music Ltd..;"Lester Young (ts); Buck Clayton (tp); Dickie Wells (tb); Count Basie (p); Freddie Green (g); Rodney Richardson (b); Jo Jones (dr)";4dc02b92-34af-4185-ad08-b07daefe6db8;Buck Clayton;222500444;1944-03-22;1944;Quadromania Jazz Edition, Lester Young, Lester's Be-Bop Boogie CD 2;SWING;4/4;01:31-02:15;02:15;1;85.1403;FINAL;SWING;MEDIUM UP;After Theatre Jump;;FUNCTIONAL
BuckClayton_DestinationK.C._FINAL.sv;248.0;"A1: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||
A2: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Ab7   |G7   ||
A3: ||C   |G7   |G7   |C   |C   |C   |G7   |C   ||";2;Clayton;BuckClayton_DestinationK.C._FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Destination K.C.-1;ORIGINAL;I Got Rhythm;tp;C-maj;Membran Music Ltd..;"Lester Young (ts); Buck Clayton (tp); Dickie Wells (tb); Count Basie (p); Freddie Green (g); Rodney Richardson (b); Jo Jones (dr)";3725f70c-2ac2-43a3-8448-b9672943deaf;Buck Clayton;222500444;1944-03-22;1944;Quadromania Jazz Edition, Lester Young, Lester's Be-Bop Boogie CD 2;SWING;4/4;01:09-02:10;02:10;1;65.538;FINAL;SWING;UP;Destination K.C.;;FUNCTIONAL
BuckClayton_Dickie'sDream_FINAL.sv;230.8;"A1: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
A2: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Eb7   |D- G7 ||
A3: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
I1: ||C- C-/Bb |Ab G7 ||";1;Basie-Young;BuckClayton_Dickie'sDream_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Dickie's Dream-1;ORIGINAL;;tp;C-min;Membran Music Ltd..;"Lester Young (ts); Buck Clayton (tp); Dickie Wells (tb); Count Basie (p); Freddie Green (g); Walter Page (b); Jo Jones (dr)";67e7059d-7127-432b-be9b-a51f171a3828;Buck Clayton;222500444;1939-09-05;1939;Quadromania Jazz Edition, Lester Young, Lester's Be-Bop Boogie CD 1;SWING;4/4;00:38-01:11;01:11;1;32.6588;FINAL;SWING;UP;Dickie's Dream;;FUNCTIONAL
CannonballAdderley_HighFly_FINAL.sv;128.9;"A1: ||D-7   |G7   |Cj7 F7 |E-7 A-7 |C-7   |F7   |Bb7   |B7   ||
A2: ||D-7   |G7   |Cj7 F7 |E-7 A-7 |C-7   |B7   |Dm7b5   |G79b   ||
B1: ||Cm7b5   |F7   |D-7   |G79b   |Cm7b5   |F7   |E-7 A-7 |Eb-7 Ab-7 ||
A3: ||D-7   |G7   |Cj7 F7 |E-7 A-7 |C-7   |F7   |Bb6   |B7913   ||";2;Randy Weston;CannonballAdderley_HighFly_FINAL.sv;(A1,8), (A2,8), (B1,8), (C1,8);High Fly-1;ORIGINAL;;as;Bb-maj;Riverside;"Nat Adderley (tp); Cannonball Adderley (as); Bobby Timmons (p); Sam Jones (b); Louis Hayes (dr)";0c736495-4b65-4b52-9f47-6498c22d8245;Cannonball Adderley;OJCCD 035-2;18. + 20.10.1959;1959;The Cannonball Adderley Quintet in San Francisco;SWING;4/4;01:57-03:58;03:58;1;111.0715;FINAL;HARDBOP;MEDIUM;High Fly;;FUNCTIONAL
CannonballAdderley_SoWhat_FINAL.sv;142.2;"A1: ||D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   ||
A2: ||D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   ||
B1: ||Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   ||
A3: ||D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   ||";2;Davis/Evans;CannonballAdderley_SoWhat_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);So What-1;ORIGINAL;So What;as;D-dor;CBS;"Miles Davis (tp); Cannonball Adderley (as); John Coltrane (ts); Bill Evans (p); Paul Chambers (b); James Cobb (dr)";60f750f4-d222-46b7-ad5c-905334c9a48a;Cannonball Adderley;CBS 460603 2;1959-03-02;1959;Kind Of Blue;SWING;4/4;05:11-06:58;06:58;1;307.7722;FINAL;POSTBOP;MEDIUM UP;So What;;MODAL
CannonballAdderley_StarEyes_FINAL.sv;193.9;"A1: ||Ebj7   |F- Bb7 |Ebj7   |Eb- Ab7 |Dbj7   |Go C7 |Fj7   |Fo Bb7 ||
A2: ||Ebj7   |F- Bb7 |Ebj7   |Eb- Ab7 |Dbj7   |Go C7 |Fj7   |Bb79 Eb7 ||
B1: ||Abj7   |Abj7   |Ab-   |Db7   |Gbj7   |Gbj7   |F-   |Bb7   ||
C1: ||Ebj7   |F- Bb7 |Ebj7   |Eb- Ab7 |Dbj7   |Go C7 |Fj7   |Bb79   |Eb7 D7 |C7 F- |Bb7 Ebj7 |Bb7   ||";2;Raye/DePaul;CannonballAdderley_StarEyes_FINAL.sv;(A1,8), (A2,8), (B1,8), (C1,12);Star Eyes-1;GREAT AMERICAN SONGBOOK;;as;Eb-maj;Riverside;"Nat Adderley (tp); Cannonball Adderley (as); Victor Feldman (vib); Wynton Kelly (p); Sam Jones (b); Louis Hayes (dr)";eca1e315-5bb3-447f-ad30-ea3505fbf6ce;Cannonball Adderley;OJCCD-306-2;1961-05-11;1961;The Cannonball Adderley Quintet  Plus;SWING;4/4;02:44-04:13;04:13;1;160.7921;FINAL;HARDBOP;UP;Star Eyes;;FUNCTIONAL
CannonballAdderley_ThisHere_FINAL.sv;174.7;A1: ||F7  |F7  |F7  |F7  |F7  |F7  |F7NC |NC  |Bb7  |Bb7  |Bb7  |Bb7  |F7  |F7  |F7  |F7  |Bb7  |Bb7  |Bb7A7 |A7  |Ab7  |Ab7  |G7  |G7  |Ab7  |Ab7  |G7  |C7  |F7  |F7  |F7  |F7  ||;5;Bobby Timmons;CannonballAdderley_ThisHere_FINAL.sv;(A1,16), (B1,12), (C1,10);This Here-1;ORIGINAL;Blues;as;F-maj;Riverside;"Nat Adderley (tp); Cannonball Adderley (as); Bobby Timmons (p); Sam Jones (b); Louis Hayes (dr)";42e46bbb-d74a-4e47-880a-0328d7ba86de;Cannonball Adderley;RCD-30131-2;18. + 20.10.1959;1959;The Cannonball Adderley Quintet in San Francisco;SWING;3/4;02:38-05:25;05:25;1;154.9301;FINAL;HARDBOP;MEDIUM UP;This Here;;BLUES
CannonballAdderley_WorkSong_FINAL.sv;156.3;A1: ||F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |G7   |C7   |F-7   |F-7   |F-7   |F-7   |F7   |Bb7   |G7 C7 |F-7   ||;4;Nat Adderley;CannonballAdderley_WorkSong_FINAL.sv;(A1,16);Work Song-1;ORIGINAL;;as;F-min;Giants of Jazz;"Nat Adderley (tp); Cannonball Adderley (as); Bobby Timmons (p); Sam Jones (b); Louis Hayes (dr)";c9971301-317e-477a-9140-5dc2a8e75e6c;Cannonball Adderley;CD 53132;1960-02-01;1960;Work Song 1960-1969;SWING;4/4;00:49-02:27;02:27;1;47.8078;FINAL;HARDBOP;MEDIUM UP;Work Song;;FUNCTIONAL
CharlieParker_Billie'sBounce_FINAL.sv;158.5;A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G-   |C7   |F7   |C7   ||;4;Charlie Parker;CharlieParker_Billie'sBounce_FINAL.sv;(A1,12);Billie's Bounce-1;ORIGINAL;Blues;as;F-maj;Proper Records;"Miles Davis (tp); Charlie Parker (as); Lucky Thompson (ts); Dodo Marmarosa (p); Arvin Garrison (g); Vic Mcmillan (b); Roy Porter (dr)";;Charlie Parker;P1281;1945-11-26;1945;Boss Bird Disc 1;SWING;4/4;00:41-01:54;01:54;1;40.0839;FINAL;BEBOP;MEDIUM UP;Billie's Bounce;;BLUES
CharlieParker_BluesForAlice_FINAL.sv;168.9;A1: ||Fj7   |Em7b5 A79b |D-7 G7 |C-7 F7 |Bb7   |Bb-7 Eb7 |A-7 D7 |Ab-7 Db7 |G-7   |C7   |Fj7 D-7 |G-7 C7 ||;3;Charlie Parker;CharlieParker_BluesForAlice_FINAL.sv;(A1,12);Blues for Alice-1;ORIGINAL;Blues;as;F-maj;Proper Records;"Red Rodney (tp); Charlie Parker (as); John Lewis (p); Ray Brown (b); Kenny Clarke (dr)";;Charlie Parker;P1284;1951-08-08;1951;Boss Bird Disc 4;SWING;4/4;;NA;1;18.4873;FINAL;BEBOP;MEDIUM UP;Blues for Alice;;BLUES
